dfl12,dfl12bis,credit,debit,account_1,relationship,account_2,date,librae,solidi,denarii,lsd,tr_type,notes
71,278,dfl12_001,dfl12_073,Jan de Wale_1,debtor,Balance on 8 November,15821108,100,14,11,100.14.11,,
71,278,dfl12_002,dfl12_073,Jan de Wale_1,debtor,Cassa,15830926,160,0,0,160.0.0,,Paid to himself
71,278,dfl12_002,dfl12_073,Jan de Wale_1,debtor,Cassa,15831128,159,11,8,159.11.8,,Paid to himself
71,278,dfl12_002,dfl12_073,Jan de Wale_1,debtor,Cassa,15831128,76,8,10,76.8.10,,Paid to Jacques Noirot on his order
71,278,dfl12_073,dfl12_467,Jan de Wale_1,creditor,Jan van Gels,15840730,88,0,0,88.0.0,,
72,230,dfl12_001,dfl12_074,Catharina Aertssen,debtor,Balance on 8 November,15821108,122,8,6,122.8.6,,
72,230,dfl12_002,dfl12_074,Catharina Aertssen,debtor,Cassa,15831116,0,2,0,0.2.0,,
72,230,dfl12_092,dfl12_074,Catharina Aertssen,debtor,Lynken Pluym weduwe van Lenaert Pluym,15831116,2,0,0,2.0.0,,
73,NA,dfl12_001,dfl12_075,Jeronimo Cassina,debtor,Balance on 8 November,15821108,153,15,6,153.15.6,,
73,NA,dfl12_075,dfl12_327,Jeronimo Cassina,creditor,Jems Tipman,15821123,153,15,6,153.15.6,Book_transfer,
74,38,dfl12_001,dfl12_076,Robert van Eeckeren_1,debtor,Balance on 8 November,15821108,6,3,2,6.3.2,,
74,38,dfl12_316,dfl12_076,Robert van Eeckeren_1,debtor,Marten Ensberger nieuw rekening,15830115,4,5,6,4.5.6,,
74,38,dfl12_076,dfl12_002,Robert van Eeckeren_1,creditor,Cassa,15830521,159,11,8,159.11.8,,
74,38,dfl12_076,dfl12_316,Robert van Eeckeren_1,creditor,Marten Ensberger nieuw rekening,15830629,4,5,6,4.5.6,,
74,38,dfl12_076,dfl12_084,Robert van Eeckeren_1,creditor,Jan Verbeke,15830801,3,10,0,3.10.0,,
74,38,dfl12_002,dfl12_076,Robert van Eeckeren_1,debtor,Cassa,15830813,100,0,0,100.0.0,,
74,38,dfl12_002,dfl12_076,Robert van Eeckeren_1,debtor,Cassa,15830813,241,18,0,241.18.0,,
74,38,dfl12_002,dfl12_076,Robert van Eeckeren_1,debtor,Cassa,15830813,45,1,7,45.1.7,,
74,38,dfl12_002,dfl12_076,Robert van Eeckeren_1,debtor,Cassa,15830825,0,5,0,0.5.0,,
74,38,dfl12_002,dfl12_076,Robert van Eeckeren_1,debtor,Cassa,15830825,146,7,1,146.7.1,,
74,38,dfl12_002,dfl12_076,Robert van Eeckeren_1,debtor,Cassa,15830906,70,5,10,70.5.10,,
74,38,dfl12_076,dfl12_283,Robert van Eeckeren_1,creditor,Hester van Eeckeren_1,15830919,603,12,6,603.12.6,,
74,38,dfl12_002,dfl12_076,Robert van Eeckeren_1,debtor,Cassa,15831104,0,14,7,0.14.7,,
75,NA,dfl12_001,dfl12_077,Witte florette syde,debtor,Balance on 8 November,15821108,326,14,11,326.14.11,,
75,NA,dfl12_077,dfl12_095,Witte florette syde,creditor,Florette syde,15830919,627,13,9,627.13.9,Accounting,To close the account
76,NA,dfl12_001,dfl12_078,Antonio van Neste_1,debtor,Balance on 8 November,15821108,0,6,2,0.6.2,,
76,NA,dfl12_002,dfl12_078,Antonio van Neste_1,debtor,Cassa,15830811,4,3,4,4.3.4,Bequest,Payment of bequest
77,39,dfl12_001,dfl12_079,Anthoni Peeterss van Brussel,debtor,Balance on 8 November,15821108,14,17,5,14.17.5,,
78,281,dfl12_001,dfl12_080,Willem van den Mey_2,debtor,Balance on 8 November,15821108,96,6,0,96.6.0,,
78,281,dfl12_002,dfl12_080,Willem van den Mey_2,debtor,Cassa,15821117,95,0,0,95.0.0,Wissel,
78,281,dfl12_002,dfl12_080,Willem van den Mey_2,debtor,Cassa,15821128,12,0,0,12.0.0,,
78,281,dfl12_080,dfl12_084,Willem van den Mey_2,creditor,Jan Verbeke,15830110,14,17,3,14.17.3,,
78,281,dfl12_002,dfl12_080,Willem van den Mey_2,debtor,Cassa,15830122,50,3,4,50.3.4,,
78,281,dfl12_161,dfl12_080,Willem van den Mey_2,debtor,Peeter and Jan van der Meert,15830205,200,0,0,200.0.0,Wissel,Book transfer for payment to Henrick van Uffele by the assignment of Jacques Schot
78,281,dfl12_002,dfl12_080,Willem van den Mey_2,debtor,Cassa,15830216,4,3,4,4.3.4,,
78,281,dfl12_002,dfl12_080,Willem van den Mey_2,debtor,Cassa,15830216,50,0,0,50.0.0,,
78,281,dfl12_080,dfl12_267,Willem van den Mey_2,creditor,Gaspar Losschaert_1,15830629,101,0,0,101.0.0,,
78,281,dfl12_080,dfl12_168,Willem van den Mey_2,creditor,Jacques de Wale nieuw rekeninge,15830629,4,13,0,4.13.0,,For two ‘vierendeelen’ of butter
78,281,dfl12_080,dfl12_098,Willem van den Mey_2,creditor,Oncosten van coopmansschappen,15830629,53,9,2,53.9.2,,This transaction is not found in Oncosten van coopmansschappen (nr 96). In Oncosten van coopmansschappen this amount is paid for by the cassa through Goyvaerts.
78,281,dfl12_002,dfl12_080,Willem van den Mey_2,debtor,Cassa,15830825,30,0,0,30.0.0,Wissel,
78,281,dfl12_002,dfl12_080,Willem van den Mey_2,debtor,Cassa,15831129,13,7,2,13.7.2,Wissel,
79,40,dfl12_001,dfl12_081,Francisco van Eeckeren_2,debtor,Balance on 8 November,15821108,163,4,0,163.4.0,,
80,NA,dfl12_001,dfl12_082,Jacques de Wale_1,debtor,Balance on 8 November,15821108,462,5,10,462.5.10,,
80,NA,dfl12_082,dfl12_134,Jacques de Wale_1,creditor,Jan Reynaerts,15830106,16,0,0,16.0.0,,
80,NA,dfl12_082,dfl12_313,Jacques de Wale_1,creditor,Jan de Vooght_2,15830106,8,6,8,8.6.8,,
80,NA,dfl12_002,dfl12_082,Jacques de Wale_1,debtor,Cassa,15830216,42,17,4,42.17.4,,
80,NA,dfl12_082,dfl12_002,Jacques de Wale_1,creditor,Cassa,15830717,1,10,0,1.10.0,,
80,NA,dfl12_082,dfl12_134,Jacques de Wale_1,creditor,Jan Reynaerts,15830717,3,19,7,3.19.7,,
80,NA,dfl12_168,dfl12_082,Jacques de Wale_1,debtor,Jacques de Wale nieuw rekeninge,15831116,150,1,0,150.1.0,,
81,41,dfl12_001,dfl12_083,Catharina de Hane,debtor,Balance on 8 November,15821108,1,0,9.5,1.0.9 1/2,,
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15821123,1,6,4,1.6.4,,Paid to Gillis Blomaert for diverse things done to her house in the Beddestraeten
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15830103,1,3,4,1.3.4,,Paid to the timmerman for repairs to the groothuys in the Beddestraeten
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15830107,2,13,4,2.13.4,,For a year of rente
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15830131,1,17,4,1.17.4,,
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15830312,0,12,8,0.12.8,,Repairs for her house
81,41,dfl12_083,dfl12_002,Catharina de Hane,creditor,Cassa,15830316,9,12,6,9.12.6,,For 9 months ‘huyshueren’ from Jan Lierse
81,41,dfl12_083,dfl12_002,Catharina de Hane,creditor,Cassa,15830426,23,6,6,23.6.6,,For six months huyshuere
81,41,dfl12_083,dfl12_002,Catharina de Hane,creditor,Cassa,15830426,6,3,8,6.3.8,,For six months huyshuere
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15830427,1,4,8,1.4.8,,
81,41,dfl12_083,dfl12_002,Catharina de Hane,creditor,Cassa,15830514,10,11,4,10.11.4,,For six months huyshuere
81,41,dfl12_083,dfl12_002,Catharina de Hane,creditor,Cassa,15830811,15,0,0,15.0.0,,For three months huyshuere
81,41,dfl12_083,dfl12_002,Catharina de Hane,creditor,Cassa,15830811,3,6,8,3.6.8,,For three months huyshuere
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15830811,5,17,4,5.17.4,,"For the six hundredth penny for her house in the Beddestraeten, which was paid on 9 February."
81,41,dfl12_083,dfl12_002,Catharina de Hane,creditor,Cassa,15830811,6,17,6,6.17.6,,For three months huyshuere
81,41,dfl12_083,dfl12_002,Catharina de Hane,creditor,Cassa,15830906,0,12,2,0.12.2,,For three months huyshuere
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15830924,2,13,4,2.13.4,,For repairs to her house
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15831026,1,16,8,1.16.8,,For repairs to her house
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15831102,1,0,0,1.0.0,,For repairs to two small houses
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15831102,1,6,8,1.6.8,,For repairs to the house in the Lombaertstraet
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15840203,1,0,0,1.0.0,,Paid to Gillis Blomaert for repairs to her groothuys
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15840203,1,19,3,1.19.3,,For a year of rente to Anna van Depenbeke
81,41,dfl12_083,dfl12_002,Catharina de Hane,creditor,Cassa,15840315,5,10,0,5.10.0,,For six months huyshuere
81,41,dfl12_083,dfl12_002,Catharina de Hane,creditor,Cassa,15840320,12,4,8,12.4.8,,For three months huyshuere
81,41,dfl12_083,dfl12_002,Catharina de Hane,creditor,Cassa,15840412,10,7,8,10.7.8,,For nine months huyshuere
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15840422,3,4,8,3.4.8,,For repairs to one of her houses
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15840507,1,15,0,1.15.0,,For repairs to one of her houses
81,41,dfl12_083,dfl12_002,Catharina de Hane,creditor,Cassa,15841207,7,10,0,7.10.0,,For six months huyshuere
81,41,dfl12_083,dfl12_002,Catharina de Hane,creditor,Cassa,15841231,13,15,0,13.15.0,,For six months huyshuere
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15850118,1,10,0,1.10.0,,For diverse repairs to her groothuys
81,41,dfl12_083,dfl12_002,Catharina de Hane,creditor,Cassa,15850118,5,12,5,5.12.5,,For six months huyshuere
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15850219,1,14,1,1.14.1,,For rente
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15850219,8,16,2,8.16.2,,"For the 2/3 part in payment of taxes of the 4th, 5th, 7th, and 100th penny"
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15850301,1,16,3,1.16.3,,For repairs to her house
81,41,dfl12_002,dfl12_083,Catharina de Hane,debtor,Cassa,15940120,0,6,6,0.6.6,,Payment for documents from Lieven van Rockegem
82,245,dfl12_001,dfl12_084,Jan Verbeke,debtor,Balance on 8 November,15821108,17,10,9,17.10.9,,
82,245,dfl12_084,dfl12_315,Jan Verbeke,creditor,D'erffegaemen of Herman Pottey,15830110,36,8,3,36.8.3,,
82,245,dfl12_002,dfl12_084,Jan Verbeke,debtor,Cassa,15830212,0,7,8,0.7.8,,Cassa paid on his order to Josynken Calvart
82,245,dfl12_084,dfl12_200,Jan Verbeke,creditor,Carel Navaroli and brothers,15830804,346,12,4,346.12.4,Wissel,
82,245,dfl12_084,dfl12_201,Jan Verbeke,creditor,Fernando Ximenez and the heirs of Ruy Nunez,15830807,109,4,9,109.4.9,Wissel,
82,245,dfl12_002,dfl12_084,Jan Verbeke,debtor,Cassa,15830825,50,0,0,50.0.0,Wissel,Cassa paid Jacques Oublyn for a wisselbrief from Willem van den Mey
82,245,dfl12_002,dfl12_084,Jan Verbeke,debtor,Cassa,15831015,100,0,0,100.0.0,Wissel,Cassa paid Hans Bulteel for a wisselbrief from Joos de Voghele in Bruges
82,245,dfl12_002,dfl12_084,Jan Verbeke,debtor,Cassa,15831015,50,0,0,50.0.0,Wissel,Cassa paid Han Lucas for a wisselbrief from Joos de Voghele in Bruges
82,245,dfl12_002,dfl12_084,Jan Verbeke,debtor,Cassa,15831028,50,0,0,50.0.0,Wissel,Cassa paid Simon Jacobsz for a wisselbrief from Joos de Voghele in Bruges
82,245,dfl12_002,dfl12_084,Jan Verbeke,debtor,Cassa,15831128,50,0,0,50.0.0,Wissel,Cassa paid Herman Hoffman for a wisselbrief from Joos de Voghele in Bruges
82,245,dfl12_002,dfl12_084,Jan Verbeke,debtor,Cassa,15831129,12,2,1,12.2.1,Wissel,Cassa paid Hans de Cuyper for a wisselbrief from Willem van den Mey
82,245,dfl12_002,dfl12_084,Jan Verbeke,debtor,Cassa,15831215,15,0,0,15.0.0,,Cassa paid to his wife
82,245,dfl12_002,dfl12_084,Jan Verbeke,debtor,Cassa,15840107,116,13,4,116.13.4,Wiisel,Wisselbrief from Amsterdam
82,245,dfl12_084,dfl12_002,Jan Verbeke,creditor,Cassa,15840220,61,6,2,61.6.2,Wissel,
82,245,dfl12_002,dfl12_084,Jan Verbeke,debtor,Cassa,15840322,29,7,4,29.7.4,Accounting,To close the account
83,42,dfl12_001,dfl12_085,Christalyne spiegels,debtor,Balance on 8 November,15821108,216,4,8,216.4.8,,
83,42,dfl12_002,dfl12_085,Christalyne spiegels,debtor,Cassa,15831021,25,8,3,25.8.3,Purchase,For 81 dozen mirrors bough from Robert van Eeckeren
84,NA,dfl12_001,dfl12_086,Ardasse syde ende cleyn foullie,debtor,Balance on 8 November,15821108,249,1,1,249.1.1,,
84,NA,dfl12_086,dfl12_211,Ardasse syde ende cleyn foullie,creditor,Ardasse syde ende cleyn foullie nieuw rekeninge,15830919,283,7,4,283.7.4,Accounting,To close the account
85,43,dfl12_001,dfl12_087,Engelsten,debtor,Balance on 8 November,15821108,46,4,6,46.4.6,,
85,43,dfl12_087,dfl12_002,Engelsten,creditor,Cassa,15840702,21,6,3,21.6.3,,
85,43,dfl12_087,dfl12_002,Engelsten,creditor,Cassa,15840717,18,8,0,18.8.0,,
86,44,dfl12_001,dfl12_088,Foullie for the rekening of Luis Cutsini,debtor,Balance on 8 November,15821108,2,10,4,2.10.4,,
86,44,dfl12_088,dfl12_149,Foullie for the rekening of Luis Cutsini,creditor,Luis Cutsini_1,15940920,2,10,4,2.10.4,,
87,NA,dfl12_001,dfl12_089,Ardasse and Canarine syde van Marten della Faille and Jan de Wale,debtor,Balance on 8 November,15821108,17,12,0,17.12.0,,
87,NA,dfl12_089,dfl12_212,Ardasse and Canarine syde van Marten della Faille and Jan de Wale,creditor,Ardasse ende Canarine syde in company with Jan de Wale nieuw rekening,15830919,105,9,10,105.9.10,Accounting,For half of a bale of ardasse silk estimated to have a value of £136.2.6 sterling
87,NA,dfl12_089,dfl12_073,Ardasse and Canarine syde van Marten della Faille and Jan de Wale,creditor,Jan de Wale_1,15830919,8,16,0,8.16.0,,
88,45,dfl12_001,dfl12_090,Erardo Beham nieuw rekening,debtor,Balance on 8 November,15821108,16,6,10,16.6.10,,
88,45,dfl12_091,dfl12_090,Erardo Beham nieuw rekening,debtor,Jan Widhols nieuw rekening,15840222,8,18,4,8.18.4,,
88,45,dfl12_091,dfl12_090,Erardo Beham nieuw rekening,debtor,Jan Widhols nieuw rekening,15940920,25,6,3,25.6.3,,
89,99,dfl12_001,dfl12_091,Jan Widhols nieuw rekening,debtor,Balance on 8 November,15821108,95,11,10,95.11.10,,
89,99,dfl12_091,dfl12_174,Jan Widhols nieuw rekening,creditor,Daniel Runtweesch_1,15830221,152,6,2,152.6.2,Wissel,
89,99,dfl12_091,dfl12_163,Jan Widhols nieuw rekening,creditor,Jan Walter,15840222,31,5,0,31.5.0,,
90,NA,dfl12_001,dfl12_092,Lynken Pluym weduwe van Lenaert Pluym,debtor,Balance on 8 November,15821108,2,0,0,2.0.0,,
93,234,dfl12_001,dfl12_095,Florette syde,debtor,Balance on 8 November,15821108,5446,3,7,5446.3.7,,
93,234,dfl12_095,dfl12_210,Florette syde,creditor,Florette syde nieuw rekening,15830919,2937,0,4,2937.0.4,,
94,NA,dfl12_001,dfl12_096,Fyn syde,debtor,Balance on 8 November,15821108,14112,8,8,14112.8.8,,
94,NA,dfl12_316,dfl12_096,Fyn syde,debtor,Marten Ensberger nieuw rekening,15830629,11,18,0,11.18.0,,
94,NA,dfl12_316,dfl12_096,Fyn syde,debtor,Marten Ensberger nieuw rekening,15830629,21,3,0,21.3.0,,For diverse expenses done by Ensberger for bales of silk.
94,NA,dfl12_037,dfl12_096,Fyn syde,debtor,Jaspar Celosse,15830629,46,15,2.5,46.15.2 1/2,,For expenses from Samuel van Wingen in Emden
94,NA,dfl12_096,dfl12_209,Fyn syde,creditor,Fyn syde nieuw rekeninge,15830919,10191,8,1,10191.8.1,,
95,NA,dfl12_001,dfl12_097,Bouratten overhoop,debtor,Balance on 8 November,15821108,14,16,10,14.16.10,,
96,270,dfl12_001,dfl12_098,Oncosten van coopmansschappen,debtor,Balance on 8 November,15821108,5288,17,2,5288.17.2,,
96,270,dfl12_002,dfl12_098,Oncosten van coopmansschappen,debtor,Cassa,15821204,6,13,4,6.13.4,,
96,270,dfl12_002,dfl12_098,Oncosten van coopmansschappen,debtor,Cassa,15821229,40,0,0,40.0.0,Lawsuit,"For diverse consultations with Henrick Kinschot, Ottho Hartus, and Antonio Schoormans"
96,270,dfl12_082,dfl12_098,Oncosten van coopmansschappen,debtor,Jacques de Wale_1,15830106,8,19,6.5,8.19.6 1/2,,For various expenses that are listed
96,270,dfl12_116,dfl12_098,Oncosten van coopmansschappen,debtor,Carseyen overhoop,15830106,91,12,5,91.12.5,Gift,"Various textiles that were given 'aen verscheyden persoonen ter eeren van wylen Jan della Faille.’ The individual gifts are listed in both accounts, but I just put the total here."
96,270,dfl12_084,dfl12_098,Oncosten van coopmansschappen,debtor,Jan Verbeke,15830110,1,0,0,1.0.0,,Paid to Jacques Noirot to travel from Vlissingen to London
96,270,dfl12_084,dfl12_098,Oncosten van coopmansschappen,debtor,Jan Verbeke,15830110,1,13,7,1.13.7,,
96,270,dfl12_315,dfl12_098,Oncosten van coopmansschappen,debtor,D'erffegaemen of Herman Pottey,15830110,72,19,11,72.19.11,Interest,
96,270,dfl12_098,dfl12_084,Oncosten van coopmansschappen,creditor,Jan Verbeke,15830115,1,14,5,1.14.5,,Expenses for sending bales from Amsterdam to Hamburg
96,270,dfl12_316,dfl12_098,Oncosten van coopmansschappen,debtor,Marten Ensberger nieuw rekening,15830115,1,2,3,1.2.3,,
96,270,dfl12_316,dfl12_098,Oncosten van coopmansschappen,debtor,Marten Ensberger nieuw rekening,15830115,1,9,9,1.9.9,,
96,270,dfl12_316,dfl12_098,Oncosten van coopmansschappen,debtor,Marten Ensberger nieuw rekening,15830115,14,4,3,14.4.3,,
96,270,dfl12_098,dfl12_111,Oncosten van coopmansschappen,creditor,Voyagie van Venice,15830115,34,12,5,34.12.5,,
96,270,dfl12_316,dfl12_098,Oncosten van coopmansschappen,debtor,Marten Ensberger nieuw rekening,15830115,5,12,1,5.12.1,,
96,270,dfl12_098,dfl12_111,Oncosten van coopmansschappen,creditor,Voyagie van Venice,15830115,5,17,9,5.17.9,,
96,270,dfl12_316,dfl12_098,Oncosten van coopmansschappen,debtor,Marten Ensberger nieuw rekening,15830115,55,17,4,55.17.4,,
96,270,dfl12_316,dfl12_098,Oncosten van coopmansschappen,debtor,Marten Ensberger nieuw rekening,15830115,6,2,0,6.2.0,,
96,270,dfl12_316,dfl12_098,Oncosten van coopmansschappen,debtor,Marten Ensberger nieuw rekening,15830115,8,16,10,8.16.10,,
96,270,dfl12_002,dfl12_098,Oncosten van coopmansschappen,debtor,Cassa,15830122,1,16,8,1.16.8,,Paid to Gillis Verbert the collector of the 5th penney 
96,270,dfl12_002,dfl12_098,Oncosten van coopmansschappen,debtor,Cassa,15830207,6,5,0,6.5.0,,
96,270,dfl12_080,dfl12_098,Oncosten van coopmansschappen,debtor,Willem van den Mey_2,15830212,10,17,8,10.17.8,,
96,270,dfl12_002,dfl12_098,Oncosten van coopmansschappen,debtor,Cassa,15830212,16,13,4,16.13.4,,From missing pages 80a/b; found on page 311a: payments by the cassa. Paid to Ambrosius Goyvaerts ‘over soo veel wylen Jan dela Faille sieck wesen geordineert heeft den voors. Goyvaerts te geven voordiensten hem in zyn processen gedaen.’
96,270,dfl12_002,dfl12_098,Oncosten van coopmansschappen,debtor,Cassa,15830212,16,13,4,16.13.4,,From missing pages 80a/b; found on page 311a: payments by the cassa. To Christiaen van Wiele
96,270,dfl12_002,dfl12_098,Oncosten van coopmansschappen,debtor,Cassa,15830218,8,13,4,8.13.4,,From missing pages 80a/b; found on page 311a: payments by the cassa. For the price of clothes and furniture for Jan de Oude.
96,270,dfl12_098,dfl12_111,Oncosten van coopmansschappen,creditor,Voyagie van Venice,15830221,5,8,11,5.8.11,,
96,270,dfl12_002,dfl12_098,Oncosten van coopmansschappen,debtor,Cassa,15830312,1,1,8,1.1.8,,From missing pages 80a/b; found on page 311a: payments by the cassa. To Christiaen van Wiele for a copy of the ‘verbalen ende van diverse missivien’ by Balthasar Tas.
96,270,dfl12_002,dfl12_098,Oncosten van coopmansschappen,debtor,Cassa,15830312,3,6,8,3.6.8,,From missing pages 80a/b; found on page 311a: payments by the cassa. Paid for consultation with lawyers in the lawsuit against Sara van Driel
96,270,dfl12_098,dfl12_002,Oncosten van coopmansschappen,creditor,Cassa,15830510,0,2,0,0.2.0,,Expenses for two letters from Venice
96,270,dfl12_098,dfl12_291,Oncosten van coopmansschappen,creditor,Peeter Mesureur,15830602,0,10,0,0.10.0,Accounting,To close the account
96,270,dfl12_098,dfl12_326,Oncosten van coopmansschappen,creditor,Schilderye op doeck,15830604,0,0,2,0.0.2,Accounting,To close the account
96,270,dfl12_098,dfl12_319,Oncosten van coopmansschappen,creditor,Jems Boel,15830604,0,5,0,0.5.0,Accounting,To close the account
96,270,dfl12_098,dfl12_306,Oncosten van coopmansschappen,creditor,Gedeputeerde van de fortificatie der stadt van Antwerpen,15830604,11,11,1,11.11.1,Accounting,To close the account
96,270,dfl12_245,dfl12_098,Oncosten van coopmansschappen,debtor,Martynken van Capellen_1,15830715,2,13,2,2.13.2,Interest,
96,270,dfl12_076,dfl12_098,Oncosten van coopmansschappen,debtor,Robert van Eeckeren_1,15830730,0,15,0,0.15.0,,
96,270,dfl12_316,dfl12_098,Oncosten van coopmansschappen,debtor,Marten Ensberger nieuw rekening,15830730,1,0,1,1.0.1,,
96,270,dfl12_098,dfl12_076,Oncosten van coopmansschappen,creditor,Robert van Eeckeren_1,15830730,1,12,3,1.12.3,,
96,270,dfl12_325,dfl12_098,Oncosten van coopmansschappen,debtor,Jan van Borne in Verona loopende rekeninge,15830730,800,0,0,800.0.0,,
96,270,dfl12_284,dfl12_098,Oncosten van coopmansschappen,debtor,Wouter Aertsen and Maria de Wale,15830801,8,6,8,8.6.8,Interest,
96,270,dfl12_317,dfl12_098,Oncosten van coopmansschappen,debtor,Oswaldus Cleynhaus ende company,15830825,18,4,7,18.4.7,,
96,270,dfl12_101,dfl12_098,Oncosten van coopmansschappen,debtor,Joos de Voghele nieuw rekening,15830825,18,7,8,18.7.8,,
96,270,dfl12_283,dfl12_098,Oncosten van coopmansschappen,debtor,Hester van Eeckeren_1,15830825,22,13,3.5,22.13.3 1/2,Interest,
96,270,dfl12_064,dfl12_098,Oncosten van coopmansschappen,debtor,Hilaria della Faille_1,15830825,291,13,4,291.13.4,,
96,270,dfl12_317,dfl12_098,Oncosten van coopmansschappen,debtor,Oswaldus Cleynhaus ende company,15830825,326,2,8,326.2.8,,
96,270,dfl12_317,dfl12_098,Oncosten van coopmansschappen,debtor,Oswaldus Cleynhaus ende company,15830825,36,2,5,36.2.5,,
96,270,dfl12_317,dfl12_098,Oncosten van coopmansschappen,debtor,Oswaldus Cleynhaus ende company,15830825,440,13,1,440.13.1,,
96,270,dfl12_064,dfl12_098,Oncosten van coopmansschappen,debtor,Hilaria della Faille_1,15830825,56,5,0,56.5.0,Interest,
96,270,dfl12_012,dfl12_098,Oncosten van coopmansschappen,debtor,Peeter della Faille de Oude,15830831,62,7,9,62.7.9,,Forgiveness of his debt
96,270,dfl12_098,dfl12_181,Oncosten van coopmansschappen,creditor,Voyagie van Venice nieuwe rekening,15830831,737,7,7,737.7.7,Transportation,
